minute,decision,quality,base_decision,base_confirmation,side,strike,underlying,regime,regime_lookback_pct,und_pre_1m,und_pre_3m,und_pre_5m,opt_pre_3m,opt_pre_5m,bid,ask,ltp,spread,spread_pct,delta,iv,theta,gamma,vega,volume,oi,volume_ratio,oi_pct_3m,option_categories,entry_timing,iv_state,iv_change_pct,expected_move,economics_ratio,entry_value,quantity,risk_state,primary_rejection_reason,reason_note,version,config_hash,market,session_date
11:20,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:21,WAIT,NO_TRADE,BUY_CE,STRONG,CE,24200.0,24223.05,RANGE,0.01011535634955669,0.01899378366492713,0.013831715504314853,0.05824292255549515,4.26511199754527,11.154726856395166,84.9,85.0,84.9,0.09999999999999432,,0.57717,11.278562485343045,-27.44692,0.00231,5.87637,270305425.0,19713395.0,1.228013700394015,1.572740943175691,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: +0.01% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:22,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:23,WAIT,NO_TRADE,WAIT,WEAK,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:24,WAIT,NO_TRADE,BUY_PE,STRONG,PE,24200.0,24210.6,RANGE,-0.019615657010945538,-0.008466648632028754,-0.05139732610055599,-0.028285389254451572,8.095952023988005,3.5919540229885056,90.0,90.25,90.25,0.25,,-0.4663,16.705010193964515,-32.44652,0.00159,5.95985,262118675.0,25608050.0,1.3208890782877842,0.5166541223896209,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.02% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:25,WAIT,NO_TRADE,BUY_PE,MODERATE,PE,24200.0,24213.0,RANGE,-0.016104455979094993,0.009913013308226378,-0.024567539055164355,-0.022503504559543353,3.578643578643572,2.6014865637507216,89.6,89.85,89.6,0.25,,-0.46287,16.775150739909662,-32.60325,0.00158,5.95435,262902705.0,25600705.0,0.6768495241515532,1.149516797172949,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.02% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:26,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:27,WAIT,NO_TRADE,BUY_CE,STRONG,CE,24200.0,24217.7,RANGE,0.02250926700327614,-0.00020646013770590744,0.02932599770349427,-0.00516124770066415,3.7084398976982174,-0.7040097949188894,81.0,81.2,80.9,0.20000000000000284,,0.56834,11.046344070675275,-27.02816,0.00237,5.89084,276141060.0,19858410.0,0.8120624370045493,1.2037895852656684,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: +0.02% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:28,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:29,WAIT,NO_TRADE,BUY_PE,STRONG,PE,24200.0,24208.7,RANGE,-0.03613097167538283,-0.036543746167546035,-0.03736928492531004,-0.007847802202332107,7.313561762165269,3.3841886269070707,93.05,93.3,93.3,0.25,,-0.46991,17.086718103476144,-33.30326,0.00155,5.95634,267537335.0,25636845.0,1.8752099227484287,-0.015970553341648163,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.04% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:30,WAIT,NO_TRADE,BUY_PE,MODERATE,PE,24200.0,24212.05,RANGE,-0.02642613379469559,0.01383800038828415,-0.023330043728353456,-0.00392351216289071,2.398150823461414,-1.2538311507383673,88.5,88.7,88.7,0.20000000000000284,,-0.46456,16.537594341997757,-32.14227,0.0016,5.94895,269506965.0,25597390.0,1.4911814495492304,0.14495112349835723,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.03% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:31,WAIT,NO_TRADE,BUY_PE,MODERATE,PE,24200.0,24202.5,RANGE,-0.08483655031054832,-0.03944316982659161,-0.06214501466911093,-0.06297034200121812,4.749715585893057,6.046645551396487,91.95,92.2,92.2,0.25,,-0.47975,16.371944563220925,-31.77684,0.00163,5.961,271555895.0,25656670.0,1.3354403029969242,0.3625804745583434,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.08% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:32,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:33,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:34,WAIT,NO_TRADE,BUY_CE,STRONG,CE,24200.0,24206.65,RANGE,-0.016315167736434,-0.008468030088353659,0.0171469889474288,-0.008468030088353659,1.2416107382550299,0.835561497326184,75.35,75.5,75.55,0.15000000000000568,,0.54008,11.246386377884129,-27.52465,0.00236,5.93537,286013780.0,20175025.0,0.738494807964443,1.531219741972627,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.02% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:35,WAIT,NO_TRADE,BUY_PE,MODERATE,PE,24200.0,24206.4,RANGE,-0.02725808450005594,-0.0010327740517585044,0.007023429333975333,-0.023335487907871565,2.687725131615419,4.5711060948081395,92.55,92.75,92.65,0.20000000000000284,,-0.47248,16.854232719522834,-32.85851,0.00158,5.94978,276632655.0,25990575.0,0.7378267929140897,0.24192133169545488,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.03% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:36,WAIT,NO_TRADE,BUY_PE,STRONG,PE,24200.0,24201.8,RANGE,-0.06586078392914589,-0.019003238812884952,-0.028502150053499174,-0.0028922631959538377,5.4448498456356935,2.0092316046700995,93.8,94.05,94.05,0.25,,-0.48009,16.70125268136591,-32.52386,0.0016,5.95382,280994415.0,25374180.0,2.3106164949589556,-2.891571060408561,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.07% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:37,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:38,WAIT,NO_TRADE,BUY_CE,MODERATE,CE,24200.0,24213.85,RANGE,-0.015278176363838322,0.024372158732969197,0.030776984599102258,0.021273343880496752,6.552419354838709,2.8877352368591938,79.15,79.4,79.45,0.25,,0.55729,11.241450424056286,-27.53215,0.00235,5.89977,293260045.0,20249320.0,0.9200962771769251,-0.45820259328608587,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.02% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:39,WAIT,NO_TRADE,BUY_CE,STRONG,CE,24200.0,24211.3,RANGE,0.010739940599860979,-0.010531162950126778,0.03925327868175094,0.01920959736269916,5.508039685254864,2.2207490884985046,77.0,77.2,76.95,0.20000000000000284,,0.54999,11.130795562761614,-27.31078,0.00238,5.91218,294625565.0,20465120.0,0.7928205360445018,0.779094406780746,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: +0.01% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:40,WAIT,NO_TRADE,BUY_PE,MODERATE,PE,24200.0,24209.35,RANGE,-0.011151472097574255,-0.008054090445373556,0.005783224106121407,0.012186859673462759,2.4578845622756083,0.1079330814894704,92.6,92.9,92.6,0.30000000000001137,,-0.46952,17.02758791779662,-33.27726,0.00156,5.93962,287098045.0,25518350.0,0.5584263940474268,-1.0305587907572389,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.01% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:41,WAIT,NO_TRADE,BUY_PE,MODERATE,PE,24200.0,24207.25,RANGE,0.019626071686809216,-0.008674334502985602,-0.027257127635624014,0.02251898619111276,4.520898493033846,-2.1559755123768873,91.8,92.0,92.0,0.20000000000000284,,-0.47244,16.763934150934823,-32.71946,0.00159,5.94081,288304315.0,25509055.0,0.8250933665303218,-0.8972222222222221,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: +0.02% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:42,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:43,WAIT,NO_TRADE,BUY_PE,STRONG,PE,24200.0,24202.35,RANGE,-0.026230239541991857,-0.019002807045093176,-0.028914448343305376,-0.04749347997117352,3.3423180592991852,9.01336366221211,95.75,95.95,95.75,0.20000000000000284,,-0.4798,17.046229835638538,-33.32652,0.00157,5.94329,289924375.0,25565735.0,0.9123516288471731,0.18568990549937592,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.03% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:44,WAIT,NO_TRADE,BUY_PE,MODERATE,PE,24150.0,24198.65,RANGE,-0.03304876965627214,-0.015287771641997946,-0.03552654679899016,-0.05224833032508711,7.011747430249642,8.16326530612245,72.8,72.95,72.95,0.15000000000000568,,-0.40547,16.72957289985688,-32.18461,0.00155,5.78088,172112265.0,16040700.0,1.7701101206082852,-0.7261097813625118,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.03% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:45,WAIT,NO_TRADE,BUY_PE,STRONG,PE,24150.0,24192.5,RANGE,-0.05742283032587024,-0.025414640899395026,-0.05969360039162607,-0.06960120779780765,10.748349229640482,9.861717612809326,75.35,75.6,75.6,0.25,,-0.41578,16.719624763744683,-32.30442,0.00157,5.81252,174092555.0,15932995.0,2.222400536889252,-1.3482350194991004,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.06% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:46,WAIT,NO_TRADE,BUY_PE,STRONG,PE,24150.0,24192.05,RANGE,-0.04028625969969176,-0.0018600806034958256,-0.04255785078721394,-0.06279110597032181,2.5659050966607926,7.121879588839934,72.85,73.05,72.85,0.20000000000000284,,-0.41405,16.217850271505288,-31.23926,0.00161,5.80543,176651540.0,15819245.0,1.9873898250325603,-2.028484936315476,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.04% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:47,WAIT,NO_TRADE,BUY_PE,STRONG,PE,24150.0,24191.95,RANGE,-0.0660939897843477,-0.00041335893402396576,-0.02768749496356502,-0.06196567514701356,2.710120068610627,9.831254585473204,74.75,74.95,74.75,0.20000000000000284,,-0.41491,16.591687026696068,-32.04292,0.00158,5.80689,177791900.0,15545725.0,0.7897508845534018,-3.085744387713753,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.07% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:48,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:49,WAIT,NO_TRADE,BUY_PE,MODERATE,PE,24150.0,24191.6,RANGE,-0.08136696501220805,0.00020668373874047926,-0.001860115203137922,-0.029133856640775044,3.2899246058944565,3.3962264150943318,75.25,75.45,75.45,0.20000000000000284,,-0.41729,16.61599354539018,-32.13862,0.00158,5.81113,179816845.0,15618850.0,0.693989808659265,-1.2667797989094929,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.08% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:50,WAIT,NO_TRADE,BUY_PE,MODERATE,PE,24150.0,24190.8,RANGE,-0.07662328810975624,-0.0033069329850000514,-0.004753647390976979,-0.0070269711687536525,1.40280561122246,0.5631003643590744,75.8,76.0,75.75,0.20000000000000284,,-0.41865,16.606763168192472,-32.14305,0.00158,5.81365,180843130.0,15694640.0,0.7601463579028453,0.9579160830389061,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.08% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:51,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:52,WAIT,NO_TRADE,BUY_PE,MODERATE,PE,24150.0,24183.85,RANGE,-0.0954271397264099,-0.03513507369065015,-0.03203591329221714,-0.03348221205815233,5.773059057730583,6.479625918503667,79.6,79.8,79.8,0.20000000000000284,,-0.42939,16.861949693204416,-32.80401,0.00157,5.83987,184025725.0,15768870.0,1.9578749804494031,0.9605060551833201,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.10% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:53,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:54,WAIT,NO_TRADE,BUY_PE,STRONG,PE,24150.0,24184.75,RANGE,-0.057441220894560045,-0.009715922950657768,-0.03141488941751647,-0.028315613684082676,5.164319248826282,4.047777040477786,78.3,78.5,78.3,0.20000000000000284,,-0.4278,16.64578556519181,-32.35047,0.00159,5.83277,186616495.0,15403310.0,0.7098747729662556,-2.7000615889960993,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.06% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:55,WAIT,NO_TRADE,BUY_PE,MODERATE,PE,24150.0,24178.25,RANGE,-0.058902552443939236,-0.026876440732279638,-0.023155949114795803,-0.05187922681349633,3.5131744040150714,8.695652173913034,82.4,82.6,82.4,0.19999999999998863,,-0.43875,16.87663034673376,-32.93268,0.00157,5.85712,189283575.0,15310425.0,1.5799403941379868,-2.907278707986051,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.06% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:56,WAIT,NO_TRADE,BUY_PE,MODERATE,PE,24150.0,24185.45,RANGE,-0.027281689645972725,0.029778830146932583,-0.006821818241946398,-0.02852141276063639,2.6212319790301435,5.030181086519113,78.2,78.4,78.45,0.20000000000000284,,-0.42695,16.73416884065558,-32.54771,0.00158,5.82773,191048195.0,15166060.0,0.9323314467827902,-1.9164883577220733,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.03% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:57,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:58,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
11:59,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
12:00,WAIT,NO_TRADE,BUY_CE,STRONG,CE,24150.0,24189.45,RANGE,-0.005580633960011842,-0.009507373381418344,0.035979032908411555,0.04632262467300457,4.018238814477066,8.372921615201896,91.15,91.35,91.15,0.19999999999998863,,0.61864,10.861351358430905,-26.42784,0.00236,5.65841,120894345.0,9000745.0,1.101628943424868,2.7842520152610564,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.01% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
12:01,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
12:02,WAIT,NO_TRADE,BUY_PE,MODERATE,PE,24150.0,24181.15,RANGE,-0.01116447546605313,-0.014265276250163697,-0.04381659036654457,0.00165420840958802,9.647622305850149,1.7137416693113225,80.05,80.2,80.25,0.15000000000000568,,-0.43454,16.70423542503717,-32.60013,0.00159,5.83735,197732535.0,15191735.0,1.0086479021438906,0.17015112162590754,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.01% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
12:03,WAIT,NO_TRADE,BUY_PE,STRONG,PE,24150.0,24179.9,RANGE,-0.029767934146702542,-0.0051693157686875935,-0.039480021248929895,-0.005789597747010365,4.736490993996013,1.5195602974458418,78.4,78.6,78.4,0.19999999999998863,,-0.43438,16.335247027057225,-31.8229,0.00162,5.83529,198578575.0,15178800.0,0.6991083897303685,1.097473861939087,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.03% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
12:04,WAIT,NO_TRADE,BUY_PE,STRONG,PE,24150.0,24178.3,RANGE,-0.026669698880495883,-0.006617066240977765,-0.026049634891622243,-0.055597466078314825,3.501308900523556,8.210742387957577,78.95,79.2,78.95,0.25,,-0.43723,16.295145861326233,-31.7656,0.00163,5.84021,200039190.0,15241005.0,1.2859971614321033,1.0707219614384917,0,,,,,,,,ACTIVE,REGIME_RANGE,No trend: -0.03% over 10 minutes.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
12:05,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
12:06,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
12:07,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
12:08,WAIT,NO_TRADE,WAIT,NONE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ACTIVE,NO_BASE_SIGNAL,12C says WAIT this minute.,13A-live-scalping-engine-v1,7165af1287d25148,NIFTY,2026-07-20
